,city id,city,country,lat,lon,cloudiness %,humidity %,max temp (F),wind speed (mph),date
321,3995171,Naco,MX,31.3347,-109.9483,1,7,71.6,9.22,1619406645
322,5536630,Cedar City,US,37.6775,-113.0619,1,20,60.8,26.46,1619406645
323,3337476,Konjic,BA,43.6519,17.9614,0,93,41.0,1.14,1619406646
324,5063646,Beatrice,US,40.2681,-96.747,1,59,66.2,8.05,1619406646
325,554318,Kalevala,RU,65.2,31.1667,100,90,31.68,9.75,1619406646
326,1718517,Caramay,PH,10.1815,119.236,46,63,85.19,5.1,1619406647
327,3063502,Úvaly,CZ,50.0739,14.7308,0,86,32.0,2.3,1619406647
328,1215502,Banda Aceh,ID,5.5577,95.3222,97,71,82.17,4.09,1619406648
329,3356832,Henties Bay,NA,-22.116,14.2845,4,93,60.01,1.99,1619406648
330,2120048,Ust-Nera,RU,64.5667,143.2,100,81,21.97,5.73,1619406648
331,2027042,Batagay-Alyta,RU,67.8006,130.4114,100,86,29.43,3.62,1619406649
332,5071348,Kearney,US,40.6995,-99.0815,1,63,66.2,11.5,1619406649
333,2318123,Yenagoa,NG,4.9247,6.2642,95,88,78.3,3.58,1619406650
334,3430545,Morón,AR,-34.6534,-58.6198,12,97,62.01,4.56,1619406650
335,5856516,‘Āhuimanu,US,21.4447,-157.8378,90,69,80.6,10.36,1619406651
336,2450849,Sokolo,ML,14.7328,-6.1219,59,26,88.16,8.43,1619406651
337,2361477,Dédougou,BF,12.4667,-3.4667,98,26,90.77,6.4,1619406651
338,2145554,Ulladulla,AU,-35.35,150.4667,0,42,69.01,5.75,1619406652
339,6255012,Flinders,AU,-34.5833,150.8552,0,42,72.0,5.75,1619406652
340,2978639,Arrondissement de Saint-Malo,FR,48.5,-1.8333,0,87,43.0,12.66,1619406653
341,3383434,Nieuw Amsterdam,SR,5.8833,-55.0833,99,93,78.01,1.01,1619406653
342,3141667,Roald,NO,62.5833,6.1333,9,87,35.6,12.66,1619406654
343,207596,Mweka,CD,-4.85,21.5667,93,99,67.69,1.1,1619406654
344,6111696,Port-Cartier,CA,50.0334,-66.8654,75,60,41.0,6.91,1619406654
345,2446796,Bilma,NE,18.6853,12.9164,1,13,84.7,7.63,1619406655
346,2138555,Poum,NC,-20.2333,164.0167,52,69,77.41,22.08,1619406655
347,5478673,Meadow Lake,US,34.8014,-106.5436,75,6,73.4,17.27,1619406655
348,292968,Abu Dhabi,AE,24.4667,54.3667,0,36,82.4,2.3,1619406656
349,3357247,Gobabis,NA,-22.45,18.9667,1,28,58.68,10.85,1619406656
350,3441890,Departamento de Maldonado,UY,-34.6667,-54.9167,20,72,64.4,19.57,1619406656
351,3039162,Sant Julià de Loria,AD,42.4625,1.4825,99,75,48.99,1.01,1619406657
352,352733,Marsá Maţrūḩ,EG,31.3525,27.2453,40,77,62.6,14.97,1619406657
353,1174062,Kharan,PK,28.5833,65.4167,2,25,78.37,1.97,1619406658
354,3893656,Copiapó,CL,-27.3667,-70.3333,90,77,60.8,8.05,1619406658
355,4726521,San Patricio,US,28.017,-97.5169,75,88,72.0,11.5,1619406658
356,339692,Debre Sīna,ET,9.85,39.7667,99,79,54.43,1.92,1619406659
357,712682,Bekhtery,UA,46.251,32.2927,0,81,48.0,4.47,1619406614
358,3372472,Vila Franca do Campo,PT,37.7167,-25.4333,75,88,57.2,10.36,1619406659
359,740263,Samsun Province,TR,41.25,36.3333,75,87,50.0,3.44,1619406660
360,2295684,Salaga,GH,8.5508,-0.5188,76,75,80.29,6.38,1619406660
361,625144,Minsk,BY,53.9,27.5667,0,93,26.6,4.47,1619406366
362,6144195,Senneterre,CA,48.3835,-77.2328,90,80,23.0,16.11,1619406660
363,3655131,La Libertad,EC,-2.2333,-80.9,70,83,73.51,5.39,1619406661
364,2141714,Bourail,NC,-21.5667,165.4833,78,71,75.06,11.39,1619406661
365,3443061,Chui,UY,-33.6971,-53.4616,54,77,60.03,8.23,1619406662
366,2191562,Dunedin,NZ,-45.8742,170.5036,81,85,47.95,20.13,1619406662
367,4907910,Rock Island,US,41.45,-90.5168,1,53,48.99,12.66,1619406663
368,1259184,Puri,IN,19.8,85.85,50,74,86.0,11.5,1619406663
369,2647356,Hastings,GB,50.8552,0.5729,75,81,42.8,17.27,1619406663
370,3412093,Vestmannaeyjar,IS,63.4427,-20.2734,1,81,44.53,5.7,1619406664
371,3670218,San Andrés,CO,12.5847,-81.7006,40,74,82.4,10.36,1619406664
372,2269142,Colares,PT,38.7992,-9.4469,40,100,59.0,4.61,1619406665
373,2024626,Dzhebariki-Khaya,RU,62.2167,135.8,100,91,32.34,6.04,1619406665
374,2310046,Bata,GQ,1.8639,9.7658,96,86,78.15,2.48,1619406665
375,3899539,Antofagasta,CL,-23.65,-70.4,20,88,59.0,2.3,1619406666
376,1242110,Kalmunai,LK,7.4167,81.8167,100,72,82.72,5.7,1619406666
377,780687,Berlevåg,NO,70.8578,29.0864,40,93,32.0,11.5,1619406667
378,6156307,Stettler,CA,52.3168,-112.7186,93,56,37.4,6.91,1619406667
379,8079926,Labuhan,ID,-6.8844,112.2051,0,65,85.44,11.77,1619406667
380,3166350,Sorrento,IT,40.626,14.3744,45,54,55.0,4.16,1619406668
381,5546220,Saint George,US,37.1041,-113.5841,1,15,71.6,5.75,1619406662
382,57000,Hobyo,SO,5.3505,48.5268,85,64,83.05,8.01,1619406668
383,5919915,Chapleau,CA,47.8405,-83.4034,7,95,16.05,2.08,1619406669
384,1497337,Kayerkan,RU,69.3497,87.7602,99,79,13.01,5.01,1619406669
385,3515200,Totolapan,MX,18.5167,-96.1833,75,94,79.0,4.56,1619406670
386,1163054,Turbat,PK,26.0023,63.044,30,34,84.63,1.86,1619406670
387,211647,Lodja,CD,-3.4833,23.4333,100,99,68.09,1.28,1619406670
388,1507745,Choya,RU,52.0108,86.5467,100,64,42.31,3.31,1619406671
389,3115824,Muros,ES,42.7762,-9.0603,16,95,55.0,4.85,1619406407
390,485660,Tsimmerbude,RU,54.675,20.1347,75,93,34.0,8.95,1619406672
391,1067565,Beloha,MG,-25.1667,45.05,0,77,69.37,5.12,1619406672
392,2524181,Melito di Porto Salvo,IT,37.9222,15.7714,72,66,57.99,8.05,1619406673
393,4334734,Natchitoches,US,31.7668,-93.1335,1,88,60.8,6.93,1619406673
394,2055166,Sayansk,RU,54.1088,102.1648,98,84,35.6,14.23,1619406674
395,3838233,Salta,AR,-24.7859,-65.4117,90,88,57.2,2.3,1619406634
396,154638,Matai,TZ,-8.3,31.5167,60,97,55.36,4.32,1619406674
397,2315026,Kasongo-Lunda,CD,-6.4667,16.8167,77,97,69.62,0.2,1619406675
398,2036338,Kaitong,CN,44.8135,123.15,100,13,67.48,18.92,1619406675
399,3420768,Qasigiannguit,GL,68.8193,-51.1922,75,46,46.4,24.16,1619406676
400,3420846,Qaqortoq,GL,60.7167,-46.0333,75,32,50.0,31.07,1619406676
401,962367,Richards Bay,ZA,-28.783,32.0377,3,92,63.93,3.6,1619406676
402,1488632,Uglovskoye,RU,51.3557,80.1942,44,30,52.47,16.93,1619406677
403,3387296,Sobral,BR,-3.6861,-40.3497,14,95,71.89,2.3,1619406677
404,113659,Tabas,IR,33.5959,56.9244,89,17,81.1,1.61,1619406678
405,462984,Zhirnovsk,RU,50.9845,44.7735,100,63,39.27,4.81,1619406678
406,3094086,Kwidzyn,PL,53.7249,18.9311,38,89,30.0,4.7,1619406569
407,5826559,Green River,US,41.5286,-109.4662,75,53,46.4,4.61,1619406679
408,4470244,Havelock,US,34.8791,-76.9013,57,87,55.99,2.15,1619406679
409,3358666,Aranos,NA,-24.1333,19.1167,0,24,62.87,9.98,1619406679
410,4033077,Vaitape,PF,-16.5167,-151.75,17,63,81.55,2.44,1619406680
411,2660707,Frutigen,CH,46.5878,7.6475,100,71,48.0,1.01,1619406680
412,506763,Polyarny,RU,69.1989,33.4478,75,93,30.2,6.71,1619406681
413,102527,Sakakah,SA,29.9697,40.2064,0,23,75.2,11.5,1619406681
414,2093846,Kiunga,PG,-6.1219,141.2906,76,48,92.34,2.19,1619406682
415,496278,Severomorsk,RU,69.0689,33.4162,75,93,30.2,6.71,1619406682
416,1280957,Jiayuguan City,CN,39.8167,98.3,2,11,47.08,12.77,1619406682
417,3361934,Saldanha,ZA,-33.0117,17.9442,14,94,60.8,9.22,1619406683
418,2122574,Ola,RU,59.5833,151.2833,13,55,24.64,2.91,1619406683
419,1793665,Jinxi,CN,30.4323,116.2922,100,80,63.37,1.88,1619406683
420,1174451,Keti Bandar,PK,24.1447,67.4497,0,68,83.12,13.8,1619406684
421,287832,Ibrā’,OM,22.6906,58.5334,31,28,80.83,2.01,1619406684
422,286245,Sur,OM,22.5667,59.5289,23,40,86.31,4.83,1619406685
423,4569313,Anderson,US,34.5334,-82.6499,40,51,60.8,6.91,1619406406
424,3372783,Ponta Delgada,PT,37.7333,-25.6667,75,88,57.2,10.36,1619406685
425,3576994,Cockburn Town,TC,21.4612,-71.1419,50,74,78.33,16.73,1619406425
426,3947322,Arequipa,PE,-16.3989,-71.535,0,61,58.53,1.39,1619406686
427,3374333,Praia,CV,14.9215,-23.5087,40,77,68.0,10.36,1619406686
428,1226260,Trincomalee,LK,8.5711,81.2335,59,69,82.17,5.86,1619406687
429,5149493,Celina,US,40.5489,-84.5702,1,70,45.0,6.64,1619406687
430,6148373,Sioux Lookout,CA,50.1001,-91.917,75,38,39.2,2.3,1619406687
431,4156975,Gonzalez,US,30.5816,-87.2914,1,56,69.8,4.61,1619406688
432,2018069,Peleduy,RU,59.6289,112.7406,100,98,35.94,10.8,1619406688
433,3148133,Larsnes,NO,62.2028,5.5773,9,78,34.0,1.99,1619406689
434,4033543,Teahupoo,PF,-17.8333,-149.2667,20,69,82.4,4.61,1619406689
435,1804874,Kaihua,CN,23.3687,104.28,57,65,75.9,9.15,1619406689
436,1538641,Kedrovyy,RU,56.1667,91.8167,0,49,46.4,8.95,1619406690
437,480851,Tsivil'sk,RU,55.8611,47.4664,0,69,35.6,24.61,1619406690
438,2125711,Esso,RU,55.9333,158.7,100,97,33.01,3.02,1619406690
439,343402,Āsbe Teferī,ET,9.0833,40.8667,100,91,61.03,5.26,1619406691
440,4676740,Brownsville,US,25.9018,-97.4975,1,78,73.4,8.05,1619406585
441,3414079,Olafsvik,IS,64.8945,-23.7142,14,88,39.33,12.26,1619406691
442,499161,Sal'sk,RU,46.4725,41.5428,100,97,45.82,10.02,1619406692
443,535839,Leshukonskoye,RU,64.8989,45.7622,100,95,39.76,5.68,1619406692
444,609906,Fort-Shevchenko,KZ,44.5086,50.263,91,81,55.58,15.17,1619406692
445,932960,Werda,BW,-25.2667,23.2833,80,28,64.94,7.07,1619406693
446,2024449,Elban,RU,50.1018,136.5094,34,29,50.0,8.88,1619406693
447,2014078,Urusha,RU,54.05,122.9,100,46,52.59,7.16,1619406693
448,2025456,Chernyshevskiy,RU,63.0128,112.4714,91,66,21.76,12.03,1619406694
449,2128975,Nemuro,JP,43.3236,145.575,20,29,44.6,12.66,1619406694
450,5150651,Clyde,US,41.3042,-82.9752,95,71,46.99,8.72,1619406695
451,3868707,Valdivia,CL,-39.8142,-73.2459,90,100,42.8,3.44,1619406695
452,1816705,Beihai,CN,21.4833,109.1,100,86,78.17,14.88,1619406695
453,2112444,Kamaishi,JP,39.2667,141.8833,40,28,51.8,9.22,1619406696
454,3402648,Carutapera,BR,-1.195,-46.02,49,91,76.01,4.7,1619406696
455,2111884,Miyako,JP,39.6367,141.9525,76,56,44.37,19.08,1619406696
456,3451138,Rio Grande,BR,-32.035,-52.0986,51,88,60.01,1.99,1619406697
457,4870380,Ottumwa,US,41.02,-92.4113,1,58,55.99,13.8,1619406698
458,2255285,Sibiti,CG,-3.6819,13.3499,69,98,68.79,1.81,1619406698
459,1850708,Tanabe,JP,33.7333,135.3667,20,32,64.4,17.27,1619406698
460,2313084,Mangai,CD,-4.05,19.5333,100,98,69.31,2.15,1619406699
461,3379507,Bartica,GY,6.4,-58.6167,20,94,77.0,2.3,1619406699
462,2527087,Tiznit Province,MA,29.5833,-9.5,80,78,56.3,1.92,1619406699
463,4231997,Avera,US,33.194,-82.5271,1,60,60.8,5.23,1619406700
464,1494482,Polunochnoye,RU,60.8697,60.4153,25,75,38.93,9.69,1619406700
465,2063039,Port Keats,AU,-14.25,129.55,97,40,90.77,3.6,1619406666
466,1337619,Ugoofaaru,MV,5.6667,73.0,5,71,83.53,3.56,1619406701
467,2449893,Tessalit,ML,20.1986,1.0114,9,8,85.24,8.41,1619406528
468,3974771,Praxédis Guerrero,MX,31.3667,-106.0167,75,7,79.0,6.91,1619406701
469,556430,Imeni Zhelyabova,RU,58.9544,36.5956,100,98,32.59,9.86,1619406702
470,1213855,Sibolga,ID,1.7427,98.7792,87,63,85.15,2.71,1619406702
471,1737185,Kapit,MY,2.0167,112.9333,27,64,88.21,0.2,1619406703
472,497927,Segezha,RU,63.7415,34.3222,100,83,34.23,15.79,1619406703
473,6089245,Norman Wells,CA,65.282,-126.8329,20,44,33.8,13.8,1619406703
474,778707,Mehamn,NO,71.0357,27.8492,40,93,32.0,11.5,1619406704
475,1510377,Belyy Yar,RU,53.6039,91.3903,0,39,46.4,4.47,1619406704
476,1634614,Nabire,ID,-3.3667,135.4833,87,67,85.17,5.08,1619406704
477,3433715,Goya,AR,-29.14,-59.2626,0,73,51.66,4.83,1619406705
478,1633034,Palu,ID,-0.8917,119.8707,48,49,92.35,2.68,1619406705
479,5954718,Flin Flon,CA,54.7682,-101.865,100,70,29.35,1.88,1619406706
480,3391889,Pitimbu,BR,-7.4706,-34.8086,20,94,75.2,4.61,1619406706
481,1526038,Atbasar,KZ,51.8,68.3333,100,84,45.3,7.81,1619406707
482,1161724,Chabahar,IR,25.2919,60.643,52,61,81.63,3.44,1619406707
483,5879400,Anchorage,US,61.2181,-149.9003,1,37,55.4,4.61,1619406695
484,1168749,Nushki,PK,29.5542,66.0215,0,18,78.73,4.83,1619406708
485,3465373,Correntina,BR,-13.3433,-44.6367,100,79,73.4,2.68,1619406708
486,3374462,Mindelo,CV,16.8901,-24.9804,40,68,69.8,10.36,1619406709
487,2208791,Yafran,LY,32.0633,12.5286,100,62,57.58,13.51,1619406709
488,4720067,Lavaca,US,28.615,-96.6261,90,83,73.4,11.5,1619406709
489,2109701,Auki,SB,-8.7676,160.7034,100,72,84.31,5.26,1619406710
490,1609278,Laem Sing,TH,12.4816,102.0738,20,89,88.0,2.3,1619406710
491,2986626,Plouzané,FR,48.3833,-4.6167,0,81,44.6,19.57,1619406711
492,2192362,Christchurch,NZ,-43.5333,172.6333,0,29,62.01,12.66,1619406437
493,2970797,Vandœuvre-lès-Nancy,FR,48.65,6.1833,0,60,50.0,9.22,1619406711
494,866062,Iskateley,RU,67.6803,53.1512,100,93,37.38,6.22,1619406711
495,189280,Lodwar,KE,3.1191,35.5973,100,59,80.85,2.44,1619406712
496,6137462,Saint-Augustin,CA,51.226,-58.6502,24,79,36.46,6.89,1619406712
497,2094027,Kieta,PG,-6.2167,155.6333,23,63,86.56,7.25,1619406713
498,3385077,Conde,BR,-7.2597,-34.9075,20,94,75.2,4.61,1619406713
499,5503914,Fallon,US,39.4735,-118.7774,75,32,51.8,13.8,1619406713
500,3388868,São Domingos do Maranhão,BR,-5.5758,-44.3853,100,94,72.27,0.83,1619406714
501,2180815,Tuatapere,NZ,-46.1333,167.6833,97,72,48.0,20.0,1619406714
502,2033168,Zhaodong,CN,46.0833,125.9833,0,27,60.8,8.95,1619406715
503,1698289,Pundaguitan,PH,6.3711,126.1689,100,71,83.3,2.33,1619406715
504,5392593,San Ramon,US,37.7799,-121.978,1,82,53.01,13.8,1619406715
505,6149996,Smithers,CA,54.7804,-127.1743,1,19,57.2,10.36,1619406716
506,2707684,Härnösand,SE,62.6323,17.9379,90,55,33.8,10.36,1619406716
507,3444924,Vitória,BR,-20.3194,-40.3378,0,83,77.0,3.44,1619406717
508,1645528,Denpasar,ID,-8.65,115.2167,20,79,86.0,10.36,1619406717
509,1524787,South Kazakhstan Region,KZ,43.0,68.0,6,25,64.9,15.03,1619406718
510,3921141,Charagua,BO,-19.8,-63.2167,0,86,55.96,4.92,1619406718
511,3118514,Lleida,ES,41.6167,0.6167,0,58,57.2,18.41,1619406718
512,1160939,Iranshahr,IR,27.2025,60.6848,0,23,77.0,4.61,1619406719
513,1855540,Naze,JP,28.3667,129.4833,75,57,77.0,14.97,1619406719
514,2825297,Stuttgart,DE,48.7823,9.177,0,65,39.99,4.61,1619406583
515,1791779,Wanning,CN,18.8003,110.3967,99,73,82.96,10.31,1619406720
516,2021031,Kyren,RU,51.6828,102.1408,91,57,39.27,2.42,1619406720
517,6173361,Vanderhoof,CA,54.0166,-124.0198,4,41,44.2,1.92,1619406720
518,2015701,Taksimo,RU,56.3444,114.8794,100,59,39.25,5.03,1619406721
519,368277,Rabak,SD,13.1809,32.74,56,54,82.33,16.96,1619406721
520,1507116,Dudinka,RU,69.4058,86.1778,100,90,13.1,8.3,1619406722
521,6078372,Moose Factory,CA,51.2585,-80.6094,1,79,19.4,3.44,1619406722
522,3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,0,76,50.0,4.61,1619406722
523,1848633,Yamazakichō-nakabirose,JP,35.0,134.55,20,41,60.8,14.97,1619406723
524,1261927,Nandyāl,IN,15.4833,78.4833,34,35,89.02,5.7,1619406723
525,5895424,Bay Roberts,CA,47.5999,-53.2648,27,85,41.0,1.01,1619406724
526,711894,Bohodukhiv,UA,50.1647,35.5276,0,65,39.2,6.71,1619406724
527,1271685,Gangānagar,IN,29.9167,73.8833,0,10,89.35,4.27,1619406725
528,1626542,Sorong,ID,-0.8833,131.25,44,62,86.25,4.34,1619406679
529,2014836,Tupik,RU,54.4253,119.9327,100,56,50.45,10.54,1619406725
530,3654541,Macas,EC,-2.3167,-78.1167,99,97,67.06,2.26,1619406726
531,1637001,Luwuk,ID,-0.9516,122.7875,76,64,85.82,6.11,1619406726
532,6164499,The Pas,CA,53.8251,-101.2541,75,44,37.4,5.75,1619406726
533,4323873,Estelle,US,29.8458,-90.1067,1,94,70.0,3.44,1619406727
534,4301317,Morehead,US,37.2711,-87.1764,1,93,50.0,5.75,1619406727
535,3359638,Walvis Bay,NA,-22.9575,14.5053,27,100,60.01,6.91,1619406727
536,2017658,Preobrazheniye,RU,42.9019,133.9064,60,49,47.93,11.77,1619406728
537,487928,Novikovo,RU,51.1537,37.8879,93,77,38.28,2.59,1619406728
538,2253354,Dakar,SN,14.6937,-17.4441,0,94,68.0,16.11,1619406729
539,5364022,La Palma,US,33.8464,-118.0467,75,72,61.0,9.22,1619406729
540,3451399,Ribas do Rio Pardo,BR,-20.4431,-53.7592,100,87,69.08,4.25,1619406729
541,3038333,Arrondissement d'Ajaccio,FR,42.0,8.9167,0,76,50.0,4.61,1619406730
542,2035836,Manzhouli,CN,49.6,117.4333,67,33,63.46,20.87,1619406730
543,3901903,Uyuni,BO,-20.4597,-66.825,0,25,38.73,10.2,1619406730
544,5368361,Los Angeles,US,34.0522,-118.2437,1,59,60.8,9.98,1619405977
545,1860335,Kamogatachō-kamogata,JP,34.5333,133.5833,20,29,68.0,13.8,1619406731
